stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
aotizhongxin_aq,2017-01-02 17:00:00,275.0,263.03846153846155,158.0,6.4,7.0,28.0
aotizhongxin_aq,2017-01-02 18:00:00,293.0,267.7692307692308,155.0,6.4,5.0,17.0
aotizhongxin_aq,2017-01-02 19:00:00,293.0,272.5,153.0,6.2,5.0,16.0
aotizhongxin_aq,2017-01-02 20:00:00,287.0,277.2307692307692,149.0,6.3,4.5,15.0
aotizhongxin_aq,2017-01-02 21:00:00,305.0,281.96153846153845,149.0,0.6,4.0,13.0
aotizhongxin_aq,2017-01-02 22:00:00,304.0,286.6923076923077,148.0,5.8,3.0,12.0
aotizhongxin_aq,2017-01-02 23:00:00,266.0,291.4230769230769,139.0,5.7,3.0,12.0
aotizhongxin_aq,2017-01-03 00:00:00,240.0,296.1538461538462,132.0,5.7,3.0,17.0
aotizhongxin_aq,2017-01-03 01:00:00,237.0,300.88461538461536,131.0,6.5,4.0,29.0
aotizhongxin_aq,2017-01-03 02:00:00,232.0,305.61538461538464,117.0,5.4,7.0,32.0
aotizhongxin_aq,2017-01-03 03:00:00,155.0,310.34615384615387,88.0,3.1,19.0,27.0
aotizhongxin_aq,2017-01-03 04:00:00,167.0,315.0769230769231,98.0,3.2,25.0,31.0
aotizhongxin_aq,2017-01-03 05:00:00,170.0,319.8076923076923,100.0,0.3,35.0,28.0
aotizhongxin_aq,2017-01-03 06:00:00,179.0,324.53846153846155,127.0,3.4,26.0,27.0
aotizhongxin_aq,2017-01-03 07:00:00,244.0,335.0982385448345,183.0,4.7,15.0,28.0
aotizhongxin_aq,2017-01-03 08:00:00,296.0,334.0,190.0,5.1,16.0,26.0
aotizhongxin_aq,2017-01-03 09:00:00,295.0,345.0,190.5,4.6,9.5,27.0
aotizhongxin_aq,2017-01-03 10:00:00,328.0,356.0,191.0,2.65,3.0,23.5
aotizhongxin_aq,2017-01-03 11:00:00,397.0,420.0,199.0,0.7,3.0,20.0
aotizhongxin_aq,2017-01-03 12:00:00,437.0,448.0,199.0,7.5,2.0,16.0
aotizhongxin_aq,2017-01-03 13:00:00,464.0,486.0,195.0,7.7,2.0,13.0
aotizhongxin_aq,2017-01-03 14:00:00,483.0,481.0,200.0,8.2,3.0,12.0
aotizhongxin_aq,2017-01-03 15:00:00,447.0,476.0,196.0,8.7,3.0,11.0
aotizhongxin_aq,2017-01-03 16:00:00,440.0,493.0,188.0,8.9,2.0,10.0
aotizhongxin_aq,2017-01-03 17:00:00,463.0,502.0,190.0,8.6,2.0,9.0
aotizhongxin_aq,2017-01-03 19:00:00,463.0,504.0,193.0,9.6,2.0,11.0
aotizhongxin_aq,2017-01-03 20:00:00,473.0,539.0,195.0,9.7,2.5,11.0
aotizhongxin_aq,2017-01-03 21:00:00,488.0,561.0,180.0,9.9,3.0,10.0
aotizhongxin_aq,2017-01-03 22:00:00,500.0,506.0,196.0,10.1,4.0,12.0
aotizhongxin_aq,2017-01-03 23:00:00,392.0,451.3333333333333,158.0,7.5,2.0,12.0
aotizhongxin_aq,2017-01-04 00:00:00,338.0,396.6666666666667,149.0,7.2,2.0,15.0
aotizhongxin_aq,2017-01-04 01:00:00,338.0,342.0,156.0,7.3,3.0,14.0
aotizhongxin_aq,2017-01-04 02:00:00,441.0,469.0,208.0,9.2,4.0,18.0
aotizhongxin_aq,2017-01-04 03:00:00,333.0,441.4,154.0,5.6,9.0,27.0
aotizhongxin_aq,2017-01-04 04:00:00,167.0,413.8,107.0,3.4,17.0,30.0
aotizhongxin_aq,2017-01-04 05:00:00,216.0,386.2,131.0,0.4,27.0,31.0
aotizhongxin_aq,2017-01-04 06:00:00,291.0,358.6,167.0,4.9,23.0,31.0
aotizhongxin_aq,2017-01-04 07:00:00,325.0,331.0,179.0,6.1,20.0,37.0
aotizhongxin_aq,2017-01-04 08:00:00,367.0,333.07142857142856,179.0,7.1,16.0,43.0
aotizhongxin_aq,2017-01-04 09:00:00,322.0,335.1428571428572,179.0,6.8,7.0,40.0
aotizhongxin_aq,2017-01-04 10:00:00,298.0,337.2142857142857,175.0,6.6,2.0,29.0
aotizhongxin_aq,2017-01-04 11:00:00,304.0,339.2857142857143,176.0,6.8,2.0,26.0
aotizhongxin_aq,2017-01-04 12:00:00,346.0,341.35714285714283,186.0,0.8,2.0,18.0
aotizhongxin_aq,2017-01-04 13:00:00,356.0,343.42857142857144,180.0,8.3,2.0,14.0
aotizhongxin_aq,2017-01-04 14:00:00,380.0,345.5,164.0,9.1,2.0,10.0
aotizhongxin_aq,2017-01-04 15:00:00,328.0,347.57142857142856,134.0,8.4,2.0,8.0
aotizhongxin_aq,2017-01-04 16:00:00,203.0,349.6428571428572,114.0,7.2,2.0,7.0
aotizhongxin_aq,2017-01-04 17:00:00,168.0,351.7142857142857,112.0,7.1,2.0,9.0
aotizhongxin_aq,2017-01-04 18:00:00,159.0,353.7857142857143,114.0,5.7,2.0,5.0
aotizhongxin_aq,2017-01-04 19:00:00,168.0,355.8571428571429,114.0,4.8,2.0,5.0
aotizhongxin_aq,2017-01-04 20:00:00,175.0,357.92857142857144,114.0,4.8,2.0,6.0
aotizhongxin_aq,2017-01-04 21:00:00,256.0,360.0,126.0,7.4,2.0,6.0
aotizhongxin_aq,2017-01-04 22:00:00,336.0,401.0,133.0,8.7,2.0,6.0
aotizhongxin_aq,2017-01-04 23:00:00,284.0,324.0,132.0,8.2,2.0,7.0
aotizhongxin_aq,2017-01-05 00:00:00,275.0,313.5833333333333,133.0,7.9,2.0,9.0
aotizhongxin_aq,2017-01-05 01:00:00,271.0,303.1666666666667,135.0,7.7,2.0,11.0
aotizhongxin_aq,2017-01-05 02:00:00,276.0,292.75,134.0,7.6,2.0,12.0
aotizhongxin_aq,2017-01-05 03:00:00,267.0,282.3333333333333,132.0,7.4,2.0,11.0
aotizhongxin_aq,2017-01-05 04:00:00,249.0,271.9166666666667,129.0,0.7,2.0,11.0
aotizhongxin_aq,2017-01-05 05:00:00,239.0,261.5,121.0,0.6,3.0,12.0
aotizhongxin_aq,2017-01-05 06:00:00,223.0,251.0833333333333,112.0,5.3,6.0,13.0
aotizhongxin_aq,2017-01-05 07:00:00,206.0,240.66666666666669,105.0,4.5,10.0,15.0
aotizhongxin_aq,2017-01-05 08:00:00,162.0,230.25,96.0,3.8,13.0,20.0
aotizhongxin_aq,2017-01-05 09:00:00,184.0,219.8333333333333,110.0,4.1,3.0,21.0
aotizhongxin_aq,2017-01-05 10:00:00,183.0,209.41666666666669,119.0,4.1,2.0,21.0
aotizhongxin_aq,2017-01-05 11:00:00,191.0,199.0,122.0,4.5,2.0,20.0
aotizhongxin_aq,2017-01-05 12:00:00,219.0,197.28571428571428,126.0,5.2,2.0,17.0
aotizhongxin_aq,2017-01-05 13:00:00,199.0,195.57142857142856,122.0,4.7,2.0,16.0
aotizhongxin_aq,2017-01-05 14:00:00,180.0,193.8571428571429,116.0,4.4,2.0,15.0
aotizhongxin_aq,2017-01-05 15:00:00,184.0,192.1428571428572,116.0,4.9,2.0,12.0
aotizhongxin_aq,2017-01-05 16:00:00,184.0,190.42857142857144,111.0,5.3,2.0,10.0
aotizhongxin_aq,2017-01-05 17:00:00,184.0,188.7142857142857,111.0,0.5,2.0,10.0
aotizhongxin_aq,2017-01-05 18:00:00,176.0,187.0,103.0,4.6,2.0,12.0
aotizhongxin_aq,2017-01-05 19:00:00,159.0,185.28571428571428,98.0,3.8,2.0,14.0
aotizhongxin_aq,2017-01-05 20:00:00,158.0,183.57142857142856,100.0,3.9,2.0,18.0
aotizhongxin_aq,2017-01-05 21:00:00,171.0,181.8571428571429,101.0,4.3,2.0,20.0
aotizhongxin_aq,2017-01-05 22:00:00,169.0,180.14285714285714,100.0,4.5,2.0,20.0
aotizhongxin_aq,2017-01-05 23:00:00,177.0,178.42857142857144,94.0,4.5,2.0,24.0
aotizhongxin_aq,2017-01-06 00:00:00,170.0,176.71428571428572,94.0,4.2,2.0,26.0
aotizhongxin_aq,2017-01-06 01:00:00,175.0,175.0,97.0,4.9,2.0,30.0
aotizhongxin_aq,2017-01-06 02:00:00,211.0,173.28571428571428,105.0,5.7,2.0,31.0
aotizhongxin_aq,2017-01-06 03:00:00,216.0,171.57142857142858,101.0,4.9,6.0,29.0
aotizhongxin_aq,2017-01-06 04:00:00,193.0,169.85714285714286,92.0,0.4,16.0,29.0
aotizhongxin_aq,2017-01-06 05:00:00,188.0,168.14285714285714,88.0,3.8,25.0,31.0
aotizhongxin_aq,2017-01-06 06:00:00,200.0,166.42857142857144,113.0,4.1,16.0,33.0
aotizhongxin_aq,2017-01-06 07:00:00,214.0,164.71428571428572,130.0,4.3,10.0,31.0
aotizhongxin_aq,2017-01-06 08:00:00,215.0,163.0,131.0,2.7,5.0,27.0
aotizhongxin_aq,2017-01-06 09:00:00,221.0,161.28571428571428,139.0,4.2,2.0,21.0
aotizhongxin_aq,2017-01-06 10:00:00,211.0,159.57142857142858,140.0,4.3,2.0,17.0
aotizhongxin_aq,2017-01-06 11:00:00,217.0,157.85714285714286,146.0,4.4,2.0,17.0
aotizhongxin_aq,2017-01-06 12:00:00,220.0,247.88131338913848,152.0,4.2,2.0,22.0
aotizhongxin_aq,2017-01-06 13:00:00,235.0,229.86523203983108,157.0,0.5,2.0,24.0
aotizhongxin_aq,2017-01-06 14:00:00,239.0,238.29145627587977,153.0,4.8,2.0,25.0
aotizhongxin_aq,2017-01-06 15:00:00,235.0,244.8449027532596,126.0,4.9,2.0,31.0
aotizhongxin_aq,2017-01-06 16:00:00,241.0,251.39834923063933,123.0,5.3,2.0,38.0
aotizhongxin_aq,2017-01-06 17:00:00,239.0,250.1038107535723,120.0,5.1,2.0,45.0
aotizhongxin_aq,2017-01-06 18:00:00,224.0,248.80927227650523,116.0,0.5,2.0,39.0
aotizhongxin_aq,2017-01-06 19:00:00,208.0,247.5147337994382,105.0,4.4,2.0,31.0
aotizhongxin_aq,2017-01-06 20:00:00,206.0,246.22019532237115,91.0,3.8,2.0,26.0
aotizhongxin_aq,2017-01-06 21:00:00,200.0,241.44232740936883,96.0,3.9,2.0,25.0
aotizhongxin_aq,2017-01-06 22:00:00,181.0,236.66445949636656,87.0,3.3,2.0,24.0
aotizhongxin_aq,2017-01-06 23:00:00,173.0,231.8865915833643,86.0,3.5,2.0,21.0
aotizhongxin_aq,2017-01-07 00:00:00,166.0,227.108723670362,82.0,3.4,2.0,17.0
aotizhongxin_aq,2017-01-07 01:00:00,154.0,222.3308557573597,82.0,3.1,2.0,20.0
aotizhongxin_aq,2017-01-07 02:00:00,142.0,196.6578402920981,73.0,0.3,4.0,21.0
aotizhongxin_aq,2017-01-07 03:00:00,167.0,214.28710435816524,77.0,3.2,9.0,24.0
aotizhongxin_aq,2017-01-07 04:00:00,196.0,209.5092364451629,83.0,3.4,12.0,24.0
aotizhongxin_aq,2017-01-07 05:00:00,184.0,204.73136853216064,75.0,0.3,15.0,17.0
aotizhongxin_aq,2017-01-07 06:00:00,156.0,201.29645163105383,68.0,2.6,11.0,10.0
aotizhongxin_aq,2017-01-07 07:00:00,115.0,197.8615347299471,65.0,2.2,7.0,8.0
aotizhongxin_aq,2017-01-07 08:00:00,99.0,194.42661782884028,73.0,2.1,2.0,9.0
aotizhongxin_aq,2017-01-07 09:00:00,95.0,190.99170092773352,67.0,1.9,13.0,8.0
aotizhongxin_aq,2017-01-07 10:00:00,102.0,187.5567840266268,83.0,2.1,3.0,7.0
aotizhongxin_aq,2017-01-07 11:00:00,96.0,166.3649276718829,71.0,1.9,7.0,6.0
aotizhongxin_aq,2017-01-07 12:00:00,100.0,204.3671836110716,82.0,2.2,2.0,7.0
aotizhongxin_aq,2017-01-07 13:00:00,111.0,201.0336169050768,83.0,2.5,2.0,7.0
aotizhongxin_aq,2017-01-07 14:00:00,93.0,175.32910084900968,80.0,0.2,2.0,12.0
aotizhongxin_aq,2017-01-07 15:00:00,78.0,170.37881505739563,77.0,1.9,2.0,18.0
aotizhongxin_aq,2017-01-07 16:00:00,66.0,165.42852926578163,79.0,0.2,2.0,18.0
aotizhongxin_aq,2017-01-07 17:00:00,66.0,160.47824347416756,66.0,1.3,6.0,19.0
aotizhongxin_aq,2017-01-07 18:00:00,22.0,155.5279576825535,38.0,0.5,29.0,15.0
aotizhongxin_aq,2017-01-07 19:00:00,23.0,133.76467019356056,41.0,0.4,25.0,12.0
aotizhongxin_aq,2017-01-07 20:00:00,19.0,147.13937052613556,33.0,0.4,29.0,11.0
aotizhongxin_aq,2017-01-07 21:00:00,24.0,142.18908473452154,34.0,0.4,33.0,10.0
aotizhongxin_aq,2017-01-07 22:00:00,16.0,119.11902239526164,25.0,0.4,45.0,9.0
aotizhongxin_aq,2017-01-07 23:00:00,15.0,133.80049757810357,25.0,0.4,46.0,9.0
aotizhongxin_aq,2017-01-08 00:00:00,18.0,88.6188900182328,28.0,0.5,45.0,10.0
aotizhongxin_aq,2017-01-08 01:00:00,20.0,67.25461876271797,29.0,0.5,45.0,12.0
aotizhongxin_aq,2017-01-08 02:00:00,15.0,65.34279627926931,27.0,0.5,52.0,13.0
aotizhongxin_aq,2017-01-08 03:00:00,22.0,63.66366846465145,25.0,0.5,57.0,15.0
aotizhongxin_aq,2017-01-08 04:00:00,18.0,61.33299557730734,22.0,0.5,63.0,15.0
aotizhongxin_aq,2017-01-08 05:00:00,28.0,59.00232268996321,20.0,0.5,68.0,12.0
aotizhongxin_aq,2017-01-08 06:00:00,22.0,56.67164980261909,19.0,0.5,73.0,10.0
aotizhongxin_aq,2017-01-08 07:00:00,17.0,54.34097691527497,19.0,0.4,75.0,9.0
aotizhongxin_aq,2017-01-08 08:00:00,14.0,52.01030402793085,18.0,0.3,79.0,8.0
aotizhongxin_aq,2017-01-08 09:00:00,13.0,55.45673116206087,23.0,0.3,75.0,8.0
aotizhongxin_aq,2017-01-08 10:00:00,14.0,48.66459286763535,28.0,0.4,69.0,8.0
aotizhongxin_aq,2017-01-08 11:00:00,15.0,45.59556927450275,41.0,0.5,53.0,10.0
aotizhongxin_aq,2017-01-08 12:00:00,21.0,43.922713694355,46.0,0.6,48.0,12.0
aotizhongxin_aq,2017-01-08 13:00:00,15.0,45.50758347783856,39.0,0.5,50.0,11.0
aotizhongxin_aq,2017-01-08 14:00:00,13.0,53.607903988584745,25.0,0.3,65.0,7.0
aotizhongxin_aq,2017-01-08 15:00:00,10.0,25.348318971015185,27.0,0.3,59.0,7.0
aotizhongxin_aq,2017-01-08 16:00:00,10.0,26.23605431229814,33.0,0.3,50.0,6.0
aotizhongxin_aq,2017-01-08 17:00:00,8.0,22.28488433388418,33.0,0.2,45.0,5.0
aotizhongxin_aq,2017-01-08 18:00:00,9.0,23.863891863695265,36.0,0.3,39.0,4.0
aotizhongxin_aq,2017-01-08 19:00:00,11.0,27.516715959090742,32.0,0.3,42.0,5.0
aotizhongxin_aq,2017-01-08 20:00:00,6.0,26.33063473478932,20.0,0.3,45.5,4.0
aotizhongxin_aq,2017-01-08 21:00:00,6.0,19.61437600226284,28.0,0.2,49.0,4.0
aotizhongxin_aq,2017-01-08 22:00:00,10.0,15.66320602384887,27.0,0.3,50.0,3.0
aotizhongxin_aq,2017-01-08 23:00:00,11.0,19.31603011924436,30.0,0.3,45.0,3.0
aotizhongxin_aq,2017-01-09 00:00:00,9.0,18.82122108347104,35.0,0.4,39.0,6.0
aotizhongxin_aq,2017-01-09 01:00:00,16.0,23.85658955592279,28.0,0.4,47.0,6.0
aotizhongxin_aq,2017-01-09 02:00:00,13.0,21.28796395456509,23.0,0.5,54.0,7.0
aotizhongxin_aq,2017-01-09 03:00:00,12.0,24.249515861432435,20.0,0.4,60.0,6.0
aotizhongxin_aq,2017-01-09 05:00:00,7.0,20.494809035773308,20.0,0.4,65.0,4.0
aotizhongxin_aq,2017-01-09 06:00:00,15.0,24.98065735557424,34.0,0.5,56.0,4.0
aotizhongxin_aq,2017-01-09 07:00:00,17.0,43.0,34.0,0.5,58.0,6.0
aotizhongxin_aq,2017-01-09 08:00:00,34.0,46.5,38.0,0.7,60.0,9.0
aotizhongxin_aq,2017-01-09 09:00:00,37.0,50.0,55.0,0.9,38.0,7.0
aotizhongxin_aq,2017-01-09 10:00:00,50.0,62.0,59.0,0.8,31.0,7.0
aotizhongxin_aq,2017-01-09 11:00:00,62.0,79.0,63.0,1.1,30.0,5.0
aotizhongxin_aq,2017-01-09 12:00:00,87.0,114.0,78.0,1.3,17.0,5.0
aotizhongxin_aq,2017-01-09 13:00:00,114.0,126.0,86.0,1.6,10.0,5.0
aotizhongxin_aq,2017-01-09 14:00:00,127.0,132.0,91.0,1.7,4.0,5.0
aotizhongxin_aq,2017-01-09 15:00:00,120.0,118.5,95.0,1.8,2.0,5.0
aotizhongxin_aq,2017-01-09 16:00:00,51.0,105.0,89.0,1.3,2.0,13.0
aotizhongxin_aq,2017-01-09 17:00:00,70.0,72.33333333333334,96.0,1.8,2.0,16.0
aotizhongxin_aq,2017-01-09 18:00:00,19.0,39.66666666666667,44.0,0.6,34.0,4.0
aotizhongxin_aq,2017-01-09 19:00:00,7.0,7.0,17.0,0.2,61.0,2.0
aotizhongxin_aq,2017-01-09 20:00:00,5.0,20.0,29.0,0.3,48.0,3.0
aotizhongxin_aq,2017-01-09 21:00:00,10.0,17.2,43.0,0.3,35.0,5.0
aotizhongxin_aq,2017-01-09 22:00:00,10.0,14.4,33.0,0.3,44.0,3.0
aotizhongxin_aq,2017-01-09 23:00:00,11.0,11.6,27.0,0.3,52.0,5.0
aotizhongxin_aq,2017-01-10 00:00:00,8.0,8.8,34.0,0.3,45.0,4.0
aotizhongxin_aq,2017-01-10 01:00:00,3.0,6.0,35.0,0.4,46.0,5.0
aotizhongxin_aq,2017-01-10 02:00:00,6.0,6.0,24.0,0.3,60.0,3.0
aotizhongxin_aq,2017-01-10 03:00:00,3.0,6.0,12.0,0.3,73.0,2.0
aotizhongxin_aq,2017-01-10 04:00:00,3.0,6.0,9.0,0.2,78.0,2.0
aotizhongxin_aq,2017-01-10 05:00:00,3.0,6.0,6.0,0.3,73.5,2.0
aotizhongxin_aq,2017-01-10 06:00:00,3.0,6.0,6.0,0.3,69.0,2.6666666666666665
aotizhongxin_aq,2017-01-10 07:00:00,3.0,6.0,10.333333333333332,0.3,70.0,3.333333333333333
aotizhongxin_aq,2017-01-10 08:00:00,5.0,7.5,14.666666666666666,0.3,65.0,4.0
aotizhongxin_aq,2017-01-10 09:00:00,7.0,9.0,19.0,0.4,56.5,4.0
aotizhongxin_aq,2017-01-10 10:00:00,8.0,17.0,34.0,0.5,48.0,5.0
aotizhongxin_aq,2017-01-10 11:00:00,13.0,50.0,59.0,0.7,27.0,7.0
aotizhongxin_aq,2017-01-10 12:00:00,81.0,108.0,88.0,1.3,15.0,15.0
aotizhongxin_aq,2017-01-10 13:00:00,91.0,98.0,96.0,1.4,13.0,13.0
aotizhongxin_aq,2017-01-10 14:00:00,84.0,103.0,94.0,1.5,11.0,13.0
aotizhongxin_aq,2017-01-10 15:00:00,87.0,103.0,95.0,1.5,10.0,19.0
aotizhongxin_aq,2017-01-10 16:00:00,91.0,105.0,95.0,1.6,11.0,34.0
aotizhongxin_aq,2017-01-10 17:00:00,94.0,105.0,93.0,1.8,12.0,42.0
aotizhongxin_aq,2017-01-10 18:00:00,97.0,102.0,89.0,1.6,13.0,42.0
aotizhongxin_aq,2017-01-10 19:00:00,112.0,150.0,104.0,3.1,14.0,29.0
aotizhongxin_aq,2017-01-10 20:00:00,98.0,128.0,106.0,3.5,12.5,29.0
aotizhongxin_aq,2017-01-10 21:00:00,68.0,87.0,97.0,2.8,11.0,32.0
aotizhongxin_aq,2017-01-10 22:00:00,60.0,75.0,95.0,2.5,9.0,30.0
aotizhongxin_aq,2017-01-10 23:00:00,33.0,40.0,78.0,1.5,4.0,18.0
aotizhongxin_aq,2017-01-11 00:00:00,28.0,34.5,73.0,1.1,4.0,12.0
aotizhongxin_aq,2017-01-11 01:00:00,20.0,29.0,68.0,1.1,9.0,15.0
aotizhongxin_aq,2017-01-11 02:00:00,32.0,54.0,78.0,1.8,9.0,17.0
aotizhongxin_aq,2017-01-11 03:00:00,3.0,6.0,79.5,2.1,14.0,19.0
aotizhongxin_aq,2017-01-11 04:00:00,3.0,6.0,81.0,1.8,22.0,20.0
aotizhongxin_aq,2017-01-11 05:00:00,44.0,55.0,81.0,1.7939759036144578,36.0,18.0
aotizhongxin_aq,2017-01-11 06:00:00,37.0,55.0,73.0,1.7879518072289158,35.0,26.0
aotizhongxin_aq,2017-01-11 07:00:00,46.0,55.0,73.0,1.7819277108433735,38.0,24.0
aotizhongxin_aq,2017-01-11 08:00:00,53.0,63.0,100.0,1.7759036144578313,21.0,15.0
aotizhongxin_aq,2017-01-11 09:00:00,77.0,106.0,106.0,1.7698795180722893,25.0,27.0
aotizhongxin_aq,2017-01-11 10:00:00,66.0,63.0,97.0,1.763855421686747,21.0,27.0
aotizhongxin_aq,2017-01-11 11:00:00,44.0,60.0,72.0,1.7578313253012048,41.0,23.0
aotizhongxin_aq,2017-01-11 12:00:00,33.0,37.0,77.0,1.7518072289156628,33.0,19.0
aotizhongxin_aq,2017-01-11 13:00:00,23.0,40.0,73.0,1.7457831325301203,36.0,17.0
aotizhongxin_aq,2017-01-11 14:00:00,27.0,43.0,88.0,1.7397590361445785,13.0,12.0
aotizhongxin_aq,2017-01-11 15:00:00,30.0,53.0,93.0,1.7337349397590365,8.0,14.0
aotizhongxin_aq,2017-01-11 16:00:00,37.0,49.0,88.0,1.727710843373494,5.0,27.0
aotizhongxin_aq,2017-01-11 17:00:00,29.0,41.0,93.0,1.7216867469879518,11.0,19.0
aotizhongxin_aq,2017-01-11 18:00:00,18.0,38.0,96.0,1.7156626506024095,13.0,17.0
aotizhongxin_aq,2017-01-11 19:00:00,26.0,44.0,94.0,1.7096385542168675,13.0,26.0
aotizhongxin_aq,2017-01-11 20:00:00,37.0,39.0,96.0,1.7036144578313253,13.5,27.0
aotizhongxin_aq,2017-01-11 21:00:00,26.0,42.0,88.0,1.6975903614457832,14.0,12.0
aotizhongxin_aq,2017-01-11 22:00:00,17.0,33.0,85.0,1.691566265060241,23.0,19.0
aotizhongxin_aq,2017-01-11 23:00:00,19.0,37.0,49.0,1.6855421686746987,51.0,10.0
aotizhongxin_aq,2017-01-12 00:00:00,16.0,44.0,66.0,1.6795180722891567,32.0,19.0
aotizhongxin_aq,2017-01-12 01:00:00,15.0,59.0,58.0,1.6734939759036145,45.0,9.0
aotizhongxin_aq,2017-01-12 02:00:00,21.0,47.0,32.0,1.6674698795180722,60.0,18.0
aotizhongxin_aq,2017-01-12 03:00:00,20.0,33.0,29.0,1.6614457831325302,81.0,13.0
aotizhongxin_aq,2017-01-12 04:00:00,31.0,39.0,23.0,1.655421686746988,80.0,20.0
aotizhongxin_aq,2017-01-12 05:00:00,42.0,73.0,45.0,2.1594771241830064,77.0,16.0
aotizhongxin_aq,2017-01-12 07:00:00,83.0,92.0,67.0,2.149019607843137,66.0,23.0
aotizhongxin_aq,2017-01-18 02:00:00,23.0,33.0,35.0,0.8,39.5,6.0
aotizhongxin_aq,2017-01-18 03:00:00,26.0,32.5,27.0,0.5,48.0,5.0
aotizhongxin_aq,2017-01-18 04:00:00,22.0,32.0,29.0,0.4,50.0,5.0
aotizhongxin_aq,2017-01-18 05:00:00,21.0,31.5,28.0,0.4,54.0,4.0
aotizhongxin_aq,2017-01-18 06:00:00,20.0,31.0,37.0,0.5,49.0,6.0
aotizhongxin_aq,2017-01-18 07:00:00,35.0,51.0,51.0,0.7,43.0,8.0
aotizhongxin_aq,2017-01-18 08:00:00,49.0,66.0,68.0,0.8,33.0,11.0
aotizhongxin_aq,2017-01-18 09:00:00,57.0,80.0,79.0,0.9,23.0,14.0
aotizhongxin_aq,2017-01-18 10:00:00,50.0,77.0,87.0,0.9,11.0,11.0
aotizhongxin_aq,2017-01-18 11:00:00,46.0,67.0,86.0,0.9,10.0,11.0
aotizhongxin_aq,2017-01-18 12:00:00,43.0,67.0,81.0,0.1,12.0,11.0
aotizhongxin_aq,2017-01-18 13:00:00,50.0,75.0,86.0,1.1,8.0,11.0
aotizhongxin_aq,2017-01-18 14:00:00,55.0,71.0,84.0,0.1,10.0,12.0
aotizhongxin_aq,2017-01-18 15:00:00,54.0,77.0,86.0,0.9,9.0,12.0
aotizhongxin_aq,2017-01-18 16:00:00,64.0,79.0,90.0,1.1,9.0,17.0
aotizhongxin_aq,2017-01-18 17:00:00,76.0,98.0,95.0,1.8,9.0,23.0
aotizhongxin_aq,2017-01-18 18:00:00,87.0,101.0,96.0,2.6,10.0,29.0
aotizhongxin_aq,2017-01-18 19:00:00,96.0,101.0,97.0,3.3,11.0,33.0
aotizhongxin_aq,2017-01-18 20:00:00,112.0,149.0,97.0,3.4,14.5,36.0
aotizhongxin_aq,2017-01-18 21:00:00,126.0,135.0,84.0,2.8,18.0,27.0
aotizhongxin_aq,2017-01-18 22:00:00,104.0,135.0,83.0,2.7,14.0,21.0
